product_id,customer_id,id,title,purchased_at,created_at,content,thank_count,rating
631525,20397350,14362176,Cuc ki hai long,2021-12-29 22:29:24,2022-01-10 14:10:09,"mua dong bo san phan luon, Mama rat ung tinh chat va dung dich duong cung nhu kem duong nen mua sua rua mat luon the",0,5
631525,7154900,18911402,Cuc ki hai long,2023-02-25 22:43:08,2023-03-06 06:16:45,"Sua rua mat phu hop cho da lao hoa, theo cong nghe nhat ban nen minh yen tam lam",0,5
631525,487785,10871936,Cuc ki hai long,2021-06-22 11:41:40,2021-07-04 17:13:31,"Sua rua mat minh thuong dung, mua tren tiki cung voi cac san pham my pham khac nen dc giam gia kha ok. Dong goi can than, giao hang nhanh chong.",0,5
631525,13085556,11900177,Cuc ki hai long,2021-08-18 09:03:28,2021-08-18 19:42:38,Dung hada labo co tac dung cham. Nhung ve lau dai thi khong biet the nao,0,5
631525,14333760,2838271,KHONG CHECK DUOC MA VACH,2019-11-12 14:16:37,2020-01-07 14:20:17,"Minh da mua rat nhieu san pham tren tiki, tat ca cac san pham minh dung phan mem scan ma vach deu check duoc nen kha yen tam. Nhung san pham nay minh khong check duoc da thu nhieu phan mem, yeu cau tiki giai thich de minh co the yen tam mua san pham.",1,5
631525,7191513,3106914,Tot a,2019-08-21 11:34:05,2020-03-05 14:03:41,"Minh mua cai nay cho me. Me xai xong 1 binh, cam thay tot nen bao minh mua them 1 tuyp nua day >< Mua tren tiki cung re hon o ngoai 1 xiu nua, cong them duoc giao hang tan nha ma chu shipper luc nao cung vui ve, gan gui het nen thich lam a. Xung dang 5*",0,5
631525,13989654,11293089,Cuc ki hai long,2021-07-07 23:37:50,2021-07-19 10:58:08,"Xai biet bao nhieu tuyp roi, va e ay la chan ai, lam sach tot ko bi kho cang, ko bi kich ung. Rua xong da rat am min.",0,5
631525,5952094,8265718,Cuc ki hai long,2021-01-15 08:41:28,2021-03-08 20:25:19,"mui hoi kho chiu, duoc cai ko co con hay huong lieu nen chap nhan duoc",0,5
631525,18390117,19261967,Cuc ki hai long,2023-05-31 14:11:36,2023-06-05 12:54:32,"De chiu, nhieu bot",0,5
631525,8692717,14718390,Cuc ki hai long,2022-01-26 06:01:06,2022-01-27 12:43:55,"San pham co chat luong tot, duoc giao nhanh chong. Nhan vien giao hang than thien.",0,5
631525,10291737,16812770,Hai long,2022-06-21 18:19:24,2022-06-23 15:39:08,"san pham dong goi rat gon , minh thich xai thuong hieu nay",0,5
631525,27326036,17432821,Cuc ki hai long,2022-04-21 18:14:48,2022-08-16 17:22:23,Sp vua y . Lan sau se ung ho shop nua ne......,0,5
631525,28260957,18971378,Cuc ki hai long,2023-02-27 14:38:45,2023-03-17 15:17:08,Hang rat tot do h moi biet luon a..phai chi biet som hon san pham nay,0,5
631525,26366457,16435519,Cuc ki hai long,2022-05-22 11:24:26,2022-05-23 20:51:08,"Sua rua mat okie, mat co do am ngay sau khi rua xong.",0,5
631525,7679903,19413937,Cuc ki hai long,2023-06-16 19:27:44,2023-07-27 21:01:25,cai nay ko bi kho da...m da dung khoang 5.6 lo roi,0,5
631525,11799145,17282908,Cuc ki hai long,2022-07-26 07:15:17,2022-08-02 23:24:19,giao hang nhanh chua xai chua biet chat luong,0,5
631525,19268673,13973417,Cuc ki hai long,2021-11-16 21:06:09,2021-12-21 13:42:20,"THUONG HIEU NAY RAT TOT
GIA TOT ,DANG MUA.HINH CHI MINH HOA",0,5
631525,6396044,12080551,Cuc ki hai long,2021-08-19 21:41:20,2021-09-02 18:51:15,"mua cho me ma me khen qua troi, bao me mua chuan shop uy tin ma dc gia ok qua",0,5
631525,17118504,5811616,Cuc ki hai long,2020-11-23 18:08:05,2020-11-29 14:19:08,"Check ma cac thu deu rat ok, chac chan hang that, data moi, minh mua cho me thay dung cung rat duoc luon. Gio viet danh gia luoi xuong nha lay srm chup lam nen thuii",1,5
631525,7952915,19142740,Cuc ki hai long,2022-11-29 13:19:19,2023-04-29 07:42:15,Khong bi kho dau sau khi dung. Ok,0,5
631525,13831313,17318305,Cuc ki hai long,2022-07-19 10:32:33,2022-08-06 14:45:50,"San pham tot, me minh sd khen lam luon. Shop goi hang can than.",0,5
631525,21213640,10523688,Cuc ki hai long,2021-06-18 12:27:24,2021-06-19 12:37:18,,0,5
631525,16729786,18606669,Cuc ki hai long,2022-12-22 15:30:12,2023-01-09 21:42:12,Lam sach da ma k bi kho nhung mui nong,0,5
631525,20608525,17195937,Cuc ki hai long,2022-07-23 08:48:30,2022-07-25 12:56:05,"dat mua hom thu 7, chu nhat da giao hang. tiki qua xuat sac",0,5
631525,1673680,19585499,Cuc ki hai long,2023-08-04 11:51:50,2023-10-12 17:50:28,,0,5
631525,25629351,19550877,Cuc ki hai long,2023-09-20 12:34:27,2023-09-25 10:57:46,,0,5
631525,11466293,19547662,Cuc ki hai long,2023-09-20 13:17:10,2023-09-23 14:23:43,,0,5
631525,20953137,19171969,Cuc ki hai long,2023-05-06 13:11:24,2023-05-08 11:56:24,Giao hang nhanh.sp ok,0,5
631525,7615914,16822053,Cuc ki hai long,2022-06-22 15:24:12,2022-06-24 12:28:20,,0,5
631525,682982,12209756,Cuc ki hai long,2021-08-18 22:24:53,2021-09-15 19:22:26,"Goi hang chac chan. Hang moi, HSD dai",0,5
631525,23284580,19464737,Cuc ki hai long,2023-07-27 21:03:10,2023-08-17 11:42:42,,0,5
631525,10403098,17554845,Cuc ki hai long,2022-08-16 12:48:52,2022-08-30 08:17:43,Rua sach nhung chong lao hoa thi khong biet,0,5
631525,22422116,17264261,Cuc ki hai long,2022-07-30 13:47:19,2022-08-01 09:41:04,"Giao hang nhanh, dong goi dep, chat luong tot!",0,5
631525,15334689,19380539,Cuc ki hai long,2023-05-02 12:57:04,2023-07-15 10:30:36,,0,5
631525,10365776,16026794,Cuc ki hai long,2022-04-16 08:51:16,2022-04-21 14:12:31,,0,5
631525,26122389,19304911,Cuc ki hai long,2023-06-09 06:35:36,2023-06-18 12:29:07,,0,5
631525,7608224,12526560,Cuc ki hai long,2021-10-07 07:42:53,2021-10-10 11:14:46,Sp ok dong goi can than,0,5
631525,14945399,18984330,Cuc ki hai long,2023-03-16 15:17:30,2023-03-20 11:05:31,Sai tot,0,5
631525,19207338,19141667,Cuc ki hai long,2023-04-28 14:38:35,2023-04-28 17:32:26,,0,5
631525,141945,10706449,Cuc ki hai long,2021-05-21 00:01:33,2021-06-27 20:58:47,"moi xai may hom nen ko biet da co san chac hon chut nao khong, rua sach la duoc roi",0,5
631525,13456530,12007917,Cuc ki hai long,2021-08-19 21:41:03,2021-08-24 22:03:53,"san pham tot , dong goi can than , giao hang than thien , se quay lai mua nua",0,5
631525,21360278,19024524,Cuc ki hai long,2023-03-21 21:16:51,2023-03-29 13:12:16,,0,5
631525,13119143,18991870,Cuc ki hai long,2023-01-05 23:50:00,2023-03-21 21:48:27,,0,5
631525,6148053,18964491,Cuc ki hai long,2023-03-15 09:59:24,2023-03-16 10:03:43,,0,5
631525,778281,11988235,Cuc ki hai long,2021-07-07 12:58:49,2021-08-23 11:13:23,Cuc ky hai long.,0,5
631525,6235205,12605339,Cuc ki hai long,2021-09-06 14:36:32,2021-10-14 09:01:35,"moi mua chua sai nen chua biet the nao,nhung dong goi can than nha mn",0,5
631525,18516350,18918040,Cuc ki hai long,2023-02-27 22:43:11,2023-03-07 08:24:59,,0,5
631525,8758780,18910628,Cuc ki hai long,2023-01-16 01:29:17,2023-03-05 22:11:23,,0,5
631525,8416804,18892417,Cuc ki hai long,2023-02-28 20:22:19,2023-03-02 22:00:35,,0,5
631525,12245751,18881201,Cuc ki hai long,2022-09-10 22:27:09,2023-02-28 18:17:35,,0,5
631525,21191070,18832498,Cuc ki hai long,2023-01-29 22:09:32,2023-02-20 06:58:14,,0,5
631525,9659160,2399109,giao hang nhanh,2019-08-21 17:28:13,2019-08-22 10:15:09,"shop giao hang nhanh,vua dat chieu hom qua sanh nay da nhan duoc, ve chat luong chua sd nen sau khi sd se rv ssau.",0,5
631525,5696864,15596432,Cuc ki hai long,2022-02-10 20:38:39,2022-03-25 17:53:00,Tot. Minh dung den chai thu may luon roi,0,5
631525,26796990,17576308,Cuc ki hai long,2022-08-23 15:02:16,2022-09-01 15:40:29,Lam sach sau k kho da,0,5
631525,13404078,9189823,Cuc ki hai long,2021-04-15 14:39:50,2021-04-20 09:48:10,"Giao hang nhanh, hang chinh hang",0,5
631525,848040,18675589,Cuc ki hai long,2022-12-12 10:16:07,2023-01-23 20:57:37,,0,5
631525,13703619,18673004,Cuc ki hai long,2023-01-05 01:36:52,2023-01-22 16:42:35,,0,5
631525,19208730,9387252,Cuc ki hai long,2021-04-23 23:07:04,2021-04-28 10:10:51,Sp dung hinh qua tang tot,0,5
631525,309564,18642027,Cuc ki hai long,2022-10-03 21:41:49,2023-01-15 10:17:12,,0,5
631525,11935974,16460793,Cuc ki hai long,2022-05-10 21:55:57,2022-05-25 21:40:20,giao nhanh de xai thu moi biet,0,5
631525,26896938,15152229,Cuc ki hai long,2022-02-23 21:07:17,2022-02-26 13:16:32,Giong anh su dung lan dau chua thay gi,0,5
631525,23592488,16298834,Cuc ki hai long,2022-05-11 12:12:05,2022-05-12 14:26:36,dong goi can than.giao hang nhanh,0,5
631525,12071045,18577190,Cuc ki hai long,2022-09-16 11:34:23,2023-01-05 19:24:06,,0,5
631525,1244603,18570694,Cuc ki hai long,2023-01-02 15:58:23,2023-01-04 22:25:38,,0,5
631525,28633699,18561804,Cuc ki hai long,2022-12-26 21:00:29,2023-01-03 14:33:08,,0,5
631525,26646256,14736329,Cuc ki hai long,2022-01-25 00:16:13,2022-01-28 14:06:59,hang giao nhanh.Dong hang can than.cam on shopp,0,5
631525,19975163,18118699,Cuc ki hai long,2022-11-02 17:35:41,2022-11-03 21:49:17,hai long,0,5
631525,19506889,18506655,Cuc ki hai long,2022-12-16 12:12:25,2022-12-26 10:14:30,,0,5
631525,11855634,2363152,Cuc ki hai long,2019-07-28 23:22:22,2019-08-07 13:40:29,"hoi khac so voi lo cu minh dang dug mua tai sieu thi muog thanh ve mui, hoi hac hon xiu. nhug chac do khac phien ban vi lo cu 2018. nchug dung roi k thay di ung gi.",0,5
631525,22563103,18455477,Cuc ki hai long,2022-11-25 14:12:17,2022-12-19 10:28:22,,0,5
631525,21431324,18416309,Cuc ki hai long,2022-06-18 12:26:59,2022-12-14 13:04:35,,0,5
631525,13373728,18361148,Cuc ki hai long,2022-11-02 19:28:22,2022-12-06 22:37:37,,0,5
631525,12222140,18172017,Cuc ki hai long,2022-08-16 01:21:10,2022-11-11 00:36:52,Good,0,5
631525,23316343,18315453,Cuc ki hai long,2022-11-14 09:57:55,2022-11-29 21:05:01,,0,5
631525,8548366,18247041,Cuc ki hai long,2022-11-16 09:49:24,2022-11-20 00:39:41,,0,5
631525,15276772,18211906,Cuc ki hai long,2022-11-11 22:24:05,2022-11-15 11:36:14,,0,5
631525,8144150,18198426,Cuc ki hai long,2022-10-23 20:32:06,2022-11-13 20:39:18,,0,5
631525,517614,18196018,Cuc ki hai long,2022-10-23 12:47:15,2022-11-13 15:38:09,,0,5
631525,8258802,18191619,Cuc ki hai long,2022-10-05 10:24:46,2022-11-13 00:31:05,,0,5
631525,16533386,16814439,Cuc ki hai long,2022-06-22 15:10:44,2022-06-23 18:27:54,Tuyet voi qua luon,0,5
631525,18016217,18169786,Cuc ki hai long,2022-09-28 13:03:55,2022-11-10 20:04:04,,0,5
631525,12174934,12038209,Cuc ki hai long,2021-08-20 02:19:56,2021-08-28 17:21:02,,0,5
631525,16327000,18149736,Cuc ki hai long,2022-10-05 09:52:26,2022-11-08 10:16:11,,0,5
631525,14151204,18148274,Cuc ki hai long,2022-07-15 00:01:52,2022-11-08 06:16:37,,0,5
631525,24193531,18119115,Cuc ki hai long,2022-09-26 10:22:32,2022-11-03 22:45:11,,0,5
631525,19297534,16484419,Cuc ki hai long,2022-05-25 22:42:06,2022-05-27 21:00:48,"Sach,diu nhe voi da",0,5
631525,23060312,11918291,Cuc ki hai long,2021-08-18 15:49:53,2021-08-19 16:31:03,,0,5
631525,28033756,17467397,Cuc ki hai long,2022-08-17 13:45:17,2022-08-20 07:02:37,dung thich,0,5
631525,10696162,2531637,Cuc ki hai long,2019-07-28 00:01:03,2019-10-17 21:55:19,"day la tip thu 2 mik xai,  dug buoi sang hop hon buoi toi vi buoi toi mik co tay trang dug e nay thay hoi nhe do. Se ug ho do of Hada dai dai",1,5
631525,14013138,16384719,Cuc ki hai long,2022-03-27 19:57:36,2022-05-19 14:13:08,san pham tot nen mua,0,5
631525,18015936,17934416,Cuc ki hai long,2022-09-29 00:56:43,2022-10-12 00:55:08,,0,5
631525,19397624,9363134,Cuc ki hai long,2021-04-24 01:02:12,2021-04-27 08:21:32,Giao hang nhanh,0,5
631525,8474479,17873657,Cuc ki hai long,2022-10-03 08:00:28,2022-10-05 09:31:16,,0,5
631525,14222538,17856402,Cuc ki hai long,2022-09-30 09:37:49,2022-10-03 09:25:08,,0,5
631525,18016029,17855813,Cuc ki hai long,2022-09-28 12:51:44,2022-10-03 07:51:20,,0,5
631525,18015717,17851485,Cuc ki hai long,2022-09-28 12:25:11,2022-10-02 16:02:27,,0,5
631525,24788624,17851269,Cuc ki hai long,2022-09-28 00:17:22,2022-10-02 15:41:39,,0,5
631525,16164835,17844533,Cuc ki hai long,2022-09-28 00:57:50,2022-10-01 18:47:38,,0,5
631525,24751904,17843998,Cuc ki hai long,2022-09-28 16:42:58,2022-10-01 17:27:54,,0,5
631525,26664497,17833655,Cuc ki hai long,2022-09-27 00:11:39,2022-09-30 12:22:40,,0,5
631525,1304895,17559052,Cuc ki hai long,2022-07-27 13:01:22,2022-08-30 15:53:41,Tot,0,5
631525,85749,17800678,Cuc ki hai long,2022-05-02 13:28:10,2022-09-26 14:30:17,,0,5
631525,22107908,11109670,Cuc ki hai long,2021-07-08 22:02:59,2021-07-12 19:27:13,Da tung dung srm nay nay mua tren tiki k biet chat luong co nhu cai da dung,0,5
631525,8145881,17755254,Cuc ki hai long,2022-09-15 22:46:07,2022-09-21 12:24:17,,0,5
631525,9739377,10715332,Cuc ki hai long,2021-06-21 12:45:59,2021-06-28 11:05:22,,0,5
631525,20969326,17641688,Cuc ki hai long,2022-09-06 10:57:36,2022-09-09 13:32:47,,0,5
631525,17258644,10648254,Cuc ki hai long,2021-06-18 07:06:05,2021-06-25 10:25:00,,0,5
631525,5871400,17596002,Cuc ki hai long,2022-09-01 21:51:43,2022-09-04 15:13:26,,0,5
631525,9046990,17589668,Cuc ki hai long,2022-08-08 12:23:53,2022-09-03 16:38:46,,0,5
631525,11848346,17278114,Cuc ki hai long,2022-07-26 14:09:21,2022-08-02 15:30:00,Tot,0,5
631525,13163719,15867036,Cuc ki hai long,2022-02-06 17:17:23,2022-04-10 21:40:22,Rua mat nhe nhang,0,5
631525,21856017,16838106,Cuc ki hai long,2022-06-23 18:27:43,2022-06-25 19:41:01,10 diem,0,5
631525,10415957,17306198,Cuc ki hai long,2022-07-31 09:47:21,2022-08-05 12:04:55,,0,5
631525,11969859,17304158,Cuc ki hai long,2022-07-25 13:37:12,2022-08-05 09:00:30,,0,5
631525,18662584,17283865,Cuc ki hai long,2022-06-18 14:21:02,2022-08-03 07:44:58,,0,5
631525,23915540,15299249,Cuc ki hai long,2022-02-19 11:23:43,2022-03-07 13:16:02,Dung quen roi nen mua,0,5
631525,19210740,9160348,Cuc ki hai long,2021-04-13 00:05:09,2021-04-18 17:27:45,Tot,0,5
631525,10924653,17223949,Cuc ki hai long,2022-07-25 12:56:33,2022-07-28 07:53:53,,0,5
631525,7349450,17193061,Cuc ki hai long,2022-07-24 01:45:52,2022-07-25 08:55:22,,0,5
631525,564421,16769926,Cuc ki hai long,2022-05-19 22:52:27,2022-06-19 22:14:43,tot,0,5
631525,222080,17100217,Cuc ki hai long,2022-07-15 09:11:27,2022-07-17 15:33:59,,0,5
631525,13736134,16929364,Cuc ki hai long,2022-05-31 21:26:22,2022-07-03 21:17:41,ok,0,5
631525,13248615,17051110,Cuc ki hai long,2022-05-31 09:04:54,2022-07-13 13:47:31,,0,5
631525,19729166,17031768,Cuc ki hai long,2022-07-07 22:10:48,2022-07-11 21:42:55,,0,5
631525,14382597,17016843,Cuc ki hai long,2022-07-08 15:00:11,2022-07-10 20:27:57,,0,5
631525,27801698,16987338,Cuc ki hai long,2022-07-08 00:51:04,2022-07-08 14:24:56,,0,5
631525,27017988,16958115,Cuc ki hai long,2022-06-27 12:25:55,2022-07-06 12:14:32,,0,5
631525,26931324,16955752,Cuc ki hai long,2022-06-23 19:16:48,2022-07-06 09:10:10,,0,5
631525,744828,10039097,Cuc ki hai long,2021-05-03 09:41:44,2021-05-29 20:37:49,"Cuc ki nhe diu voi da, khong gay kho rap, unggggggg!!!",0,5
631525,11993130,5937427,Cuc ki hai long,2020-12-03 20:58:59,2020-12-04 14:15:10,"Giao hang nhanh, cuc ky hai long, da su dung loai nay nhieu nen rat yen tam",0,5
631525,21362286,16884624,Cuc ki hai long,2022-05-21 18:13:48,2022-06-29 19:40:19,,0,5
631525,20859254,16829376,Cuc ki hai long,2022-06-23 19:19:59,2022-06-24 23:13:05,,0,5
631525,12274767,16815973,Cuc ki hai long,2022-06-21 21:33:33,2022-06-23 20:48:30,,0,5
631525,178617,16804544,Cuc ki hai long,2022-06-21 07:29:25,2022-06-22 21:14:59,,0,5
631525,13868437,16735401,Cuc ki hai long,2022-05-29 19:09:10,2022-06-16 20:22:50,,0,5
631525,13027762,12020170,Cuc ki hai long,2021-08-19 10:11:42,2021-08-26 11:59:05,da su dung 2 lo day la lo 3.thay ok,0,5
631525,1969492,16671271,Cuc ki hai long,2022-05-29 14:53:59,2022-06-11 13:20:43,,0,5
631525,11957155,16574182,Cuc ki hai long,2022-05-05 17:17:30,2022-06-04 15:39:39,,0,5
631525,6537047,16254526,Cuc ki hai long,2022-04-29 09:52:40,2022-05-09 10:28:33,good,0,5
631525,26478135,16534183,Cuc ki hai long,2022-05-30 20:08:12,2022-06-01 10:10:04,,0,5
631525,8608846,16513761,Cuc ki hai long,2022-05-27 21:53:59,2022-05-30 15:40:40,,0,5
631525,8009161,16486656,Cuc ki hai long,2022-05-25 10:00:37,2022-05-28 07:15:17,,0,5
631525,358928,2393761,Good,2019-08-02 19:18:40,2019-08-20 11:49:24,"Minh thay cai mui hoi hac hac sao ay. Nhung tam thoi moi dung 1 thoi gian ngan thi thay on.
Minh cam thay kha tin tuong vao hadalabo.",2,5
631525,10593872,15518089,Cuc ki hai long,2022-03-18 09:20:46,2022-03-20 17:19:10,rat tot,0,5
631525,15700653,11143701,Cuc ki hai long,2021-06-20 16:25:44,2021-07-13 22:11:15,san pham xai hon 2 tuan. da cang bong han,0,5
631525,13305689,16324690,Cuc ki hai long,2022-05-12 19:43:06,2022-05-14 15:53:52,,0,5
631525,10526878,16310435,Cuc ki hai long,2022-05-04 07:22:25,2022-05-13 13:03:34,,0,5
631525,12466748,16273706,Cuc ki hai long,2022-02-26 21:04:41,2022-05-10 16:03:59,,0,5
631525,634070,15522507,Cuc ki hai long,2022-03-18 18:36:15,2022-03-20 23:00:20,Xai ok,0,5
631525,8613208,16147432,Cuc ki hai long,2022-03-27 22:48:05,2022-04-30 19:42:40,,0,5
631525,988495,15598003,Cuc ki hai long,2022-03-23 21:41:29,2022-03-25 19:53:18,dep,0,5
631525,11123905,16079743,Hai long,2022-03-06 13:52:02,2022-04-25 11:35:55,,0,5
631525,24710890,14952701,Cuc ki hai long,2022-02-08 21:29:08,2022-02-14 13:45:36,giao nhanh,0,5
631525,11867345,9996517,Cuc ki hai long,2021-05-20 13:08:18,2021-05-27 18:51:58,"Minh dung kha thich, giao hang dung thoi gian",0,5
631525,11275426,15825887,Cuc ki hai long,2022-03-18 14:40:45,2022-04-07 23:37:39,,0,5
631525,7436672,15757774,Cuc ki hai long,2022-03-19 19:08:26,2022-04-03 22:50:54,,0,5
631525,27120864,15595920,Cuc ki hai long,2022-03-20 20:23:56,2022-03-25 17:19:05,,0,5
631525,14137779,15482510,Cuc ki hai long,2022-03-01 14:45:00,2022-03-18 14:22:28,,0,5
631525,14519832,15448466,Cuc ki hai long,2022-02-25 02:52:51,2022-03-16 14:30:15,,0,5
631525,2179697,15424824,Cuc ki hai long,2022-03-02 11:10:32,2022-03-15 09:14:06,,0,5
631525,9704012,15330346,Cuc ki hai long,2022-03-08 09:20:48,2022-03-09 12:43:23,,0,5
631525,14678671,2799915,Cuc ki hai long,2019-10-29 20:44:38,2019-12-31 20:33:45,"Sp tot. Mua lan thu 3 roi
???????????????????????????",0,5
631525,6654321,15226070,Cuc ki hai long,2022-02-28 00:35:02,2022-03-02 21:06:51,,0,5
631525,16734947,15192806,Cuc ki hai long,2022-02-02 21:58:50,2022-02-28 20:38:55,,0,5
631525,8938339,15090941,Cuc ki hai long,2022-02-20 09:19:06,2022-02-22 21:42:10,,0,5
631525,5150325,15087912,Cuc ki hai long,2022-02-12 10:12:14,2022-02-22 18:36:13,,0,5
631525,19943557,15024546,Cuc ki hai long,2022-02-17 18:55:56,2022-02-18 18:45:23,,0,5
631525,6653804,4562969,Cuc ki hai long,2020-04-20 15:07:25,2020-08-21 23:09:07,"Me minh bao thich lam, da me dung ko bi kho nhu may loai tui minh xai",0,5
631525,20570895,12602130,Cuc ki hai long,2021-07-19 07:50:27,2021-10-13 22:22:26,san pham ok las,0,5
631525,158834,14819542,Cuc ki hai long,2022-02-06 13:41:57,2022-02-07 10:49:05,,0,5
631525,11983339,9694642,Cuc ki hai long,2021-04-15 01:33:46,2021-05-13 17:28:05,do ban kem nen chat luong cung bt,0,5
631525,10386553,7329120,Cuc ki hai long,2021-01-26 11:53:27,2021-01-28 20:53:02,"hang chinh hang, da check ma vach, giao hang nhanh.",0,5
631525,7796600,14401732,Cuc ki hai long,2022-01-10 09:51:48,2022-01-12 11:35:56,,0,5
631525,5147328,14275929,Cuc ki hai long,2021-12-12 11:25:29,2022-01-05 21:14:07,,0,5
631525,22452460,14246506,Cuc ki hai long,2022-01-01 16:19:52,2022-01-04 11:32:59,,0,5
631525,16613823,10524510,Cuc ki hai long,2021-06-17 20:31:36,2021-06-19 13:10:51,Giao hang nhanh hon du kien.,0,5
631525,10362594,14230187,Cuc ki hai long,2021-12-30 00:06:45,2022-01-03 11:17:40,,0,5
631525,8130776,12070911,Cuc ki hai long,2021-08-19 21:48:24,2021-09-01 14:47:35,Chat luong tot,0,5
631525,17007954,11807848,Cuc ki hai long,2021-08-11 13:36:27,2021-08-14 19:28:06,Sua rua sieu thich,0,5
631525,15864012,12182687,Cuc ki hai long,2021-08-19 22:30:03,2021-09-13 11:28:46,san pham tot,0,5
631525,9798979,13920749,Cuc ki hai long,2021-11-02 14:30:23,2021-12-18 21:47:34,,0,5
631525,1918756,3383665,Cuc ki hai long,2020-02-05 15:44:03,2020-04-12 00:27:31,San pham xai tam on. Co the do minh khong hop nen chua thay tac dung gi nhung ok,0,5
631525,14150654,12736780,Cuc ki hai long,2021-08-17 15:36:34,2021-10-21 07:55:15,very good,0,5
631525,22641466,12301559,Cuc ki hai long,2021-07-27 21:45:02,2021-09-23 23:23:05,tuyet voi,0,5
631525,15819809,13620825,Cuc ki hai long,2021-10-26 17:03:37,2021-12-05 09:43:13,,0,5
631525,12071823,13605591,Cuc ki hai long,2021-12-01 12:02:27,2021-12-04 10:48:44,,0,5
631525,22266274,13484709,Cuc ki hai long,2021-11-17 21:58:56,2021-11-28 10:51:14,,0,5
631525,13225881,13469686,Cuc ki hai long,2021-11-26 11:32:22,2021-11-27 14:34:36,,0,5
631525,21899068,13379910,Cuc ki hai long,2021-09-26 10:28:26,2021-11-23 10:40:06,,0,5
631525,24843546,13337660,Cuc ki hai long,2021-11-11 21:45:42,2021-11-21 09:16:44,,0,5
631525,14671893,13218246,Cuc ki hai long,2021-11-11 10:46:20,2021-11-15 11:49:41,,0,5
631525,1015648,2640175,Cuc ki hai long,2019-09-20 12:06:54,2019-11-14 18:01:56,"Sua rua mat rat nhe nhang, ko bi kho cang, cam giac rat tot khi su dung, mui huong nhe nhang.",0,5
631525,19526800,11717821,Cuc ki hai long,2021-06-06 22:49:20,2021-08-10 11:00:15,giao nhanh. tot.,0,5
631525,7708168,13123759,Cuc ki hai long,2021-11-04 19:16:55,2021-11-11 12:08:19,,0,5
631525,12164050,13114312,Cuc ki hai long,2021-08-17 12:59:38,2021-11-10 20:08:53,,0,5
631525,8525584,13062236,Cuc ki hai long,2021-08-26 17:39:58,2021-11-07 19:23:29,,0,5
631525,23069667,12666785,Cuc ki hai long,2021-08-19 07:55:31,2021-10-17 13:31:06,Gui,0,5
631525,8181835,12933850,Cuc ki hai long,2021-08-21 05:10:20,2021-10-31 12:46:14,,0,5
631525,8121615,12902217,Cuc ki hai long,2021-09-05 18:24:18,2021-10-29 17:37:03,,0,5
631525,5964921,12852367,Cuc ki hai long,2021-10-21 13:14:21,2021-10-27 07:18:00,,0,5
631525,9807069,2998956,Kem rua mat Hada Labo,2020-02-12 17:10:53,2020-02-14 14:32:24,"Giao hang nhanh, dong goi can than, chi con cho su dung de danh gia chat luong",0,5
